name,standalone,nested_blend,delta_vs_aggressive,cell_wins,p_value,ridge_alpha_mean,blend_weight_mean
raw_uniform,157.2368212195057,81.52233167469853,0.03393621915321887,0,1.0,1.0,0.004666666666666667
raw_weighted,157.61468214737053,81.51671810844834,0.02832265290302871,1,0.999969482421875,1.0,0.004
yearnorm_uniform,152.75422834799562,81.51705352520109,0.02865806965577633,1,0.999969482421875,1.0,0.006666666666666666
yearnorm_weighted,153.99419410438983,81.51517317495069,0.026777719405373546,1,0.999969482421875,1.0,0.004666666666666667
